x,y,z
-3.583893,-1.007533,-0.1416
-3.583893,-1.010936,0.070692
-3.583893,-0.986103,-0.245863
-3.583893,-0.958851,0.31155
-3.583893,-0.905064,0.441429
-3.583893,-0.852668,0.532806
-3.583893,-0.789756,0.617025
-3.583893,-0.687938,-0.71238
-3.583893,-0.579202,0.797203
-3.583893,-0.489596,0.848006
-3.583893,-0.396596,0.890769
-3.583893,-0.300795,0.925753
-3.583893,-0.20242,0.952309
-3.583893,-0.101859,0.969121
-3.583893,0.0,0.974902
-3.583893,0.101859,0.969121
-3.583893,0.202419,0.952309
-3.583893,0.300795,0.925752
-3.583893,0.396593,0.890763
-3.583893,0.489581,0.84798
-3.583893,0.579141,0.797119
-3.583893,0.687938,-0.71238
-3.583893,0.806335,-0.585837
-3.583893,0.868198,-0.501254
-3.583893,0.92156,-0.410305
-3.583893,0.945518,0.34414
-3.583893,0.977969,0.243835
-3.583893,1.014158,-0.070917
-3.583893,1.000866,0.140663
-3.503356,-1.014047,-0.070909
-3.503356,-1.00152,0.140754
-3.503356,-0.979104,0.244118
-3.503356,-0.934046,0.377379
-3.503356,-0.888567,0.47246
-3.503356,-0.8326,0.561596
-3.503356,-0.766315,0.643014
-3.503356,-0.636287,0.758297
-3.503356,-0.549695,0.814957
-3.503356,-0.458886,0.863039
-3.503356,-0.364922,0.903213
-3.503356,-0.268234,0.935443
-3.503356,-0.169067,0.958829
-3.503356,-0.06797,0.972018
-3.503356,0.034011,0.973942
-3.503356,0.135541,0.964424
-3.503356,0.235437,0.944284
-3.503356,0.332983,0.914864
-3.503356,0.427875,0.877274
-3.503356,0.519783,0.831827
-3.503356,0.60783,0.777987
-3.503356,0.712956,-0.688494
-3.503356,0.788226,0.61583
-3.503356,0.868765,0.501582
-3.503356,0.917295,0.408406
-3.503356,0.931306,0.376272
-3.503356,0.967115,0.277316
-3.503356,1.01492,-0.035442
-3.503356,0.993568,0.175193
-3.422819,-1.015055,-0.035446
-3.422819,-0.995082,0.17546
-3.422819,-0.969392,0.277969
-3.422819,-0.904494,-0.441151
-3.422819,-0.87087,0.502797
-3.422819,-0.811369,0.589494
-3.422819,-0.737309,-0.663876
-3.422819,-0.608167,-0.778418
-3.422819,-0.522334,-0.835909
-3.422819,-0.430799,-0.883268
-3.422819,-0.334713,-0.919615
-3.422819,-0.235622,-0.945027
-3.422819,-0.134983,-0.96045
-3.422819,-0.033773,-0.967121
-3.422819,0.067536,-0.965806
-3.422819,0.168629,-0.95634
-3.422819,0.268889,-0.937726
-3.422819,0.367155,-0.90874
-3.422819,0.461885,-0.868679
-3.422819,0.551617,-0.817806
-3.422819,0.635403,-0.757244
-3.422819,0.712892,-0.688432
-3.422819,0.783982,-0.612514
-3.422819,0.84824,-0.530039
-3.422819,0.904493,-0.441151
-3.422819,0.950889,-0.346095
-3.422819,0.984529,0.209268
-3.422819,1.010823,-0.106242
-3.422819,1.004869,0.105616
-3.342282,-1.01085,-0.106245
-3.342282,-1.006563,0.105794
-3.342282,-0.987576,0.209916
-3.342282,-0.946765,0.344594
-3.342282,-0.886619,-0.471424
-3.342282,-0.82759,-0.558216
-3.342282,-0.760983,-0.63854
-3.342282,-0.635308,-0.757131
-3.342282,-0.551481,-0.817604
-3.342282,-0.461743,-0.868412
-3.342282,-0.367044,-0.908467
-3.342282,-0.268827,-0.937512
-3.342282,-0.168607,-0.956218
-3.342282,-0.067532,-0.965756
-3.342282,0.033771,-0.967083
-3.342282,0.134969,-0.960357
-3.342282,0.235576,-0.944842
-3.342282,0.334618,-0.919356
-3.342282,0.430664,-0.882991
-3.342282,0.522191,-0.83568
-3.342282,0.608056,-0.778276
-3.342282,0.689243,0.713732
-3.342282,0.760983,-0.63854
-3.342282,0.82759,-0.558216
-3.342282,0.886618,-0.471423
-3.342282,0.912465,0.406256
-3.342282,0.975042,-0.279589
-3.342282,1.000797,-0.176468
-3.342282,1.01157,0.035325
-3.261745,-1.000711,-0.176452
-3.261745,-1.013175,0.035381
-3.261745,-0.97481,-0.279522
-3.261745,-0.950421,-0.345925
-3.261745,-0.91964,0.40945
-3.261745,-0.867804,-0.501027
-3.261745,-0.806158,-0.585708
-3.261745,-0.661797,-0.735
-3.261745,-0.579991,-0.79829
-3.261745,-0.492125,-0.852385
-3.261745,-0.398957,-0.896072
-3.261745,-0.301785,-0.928798
-3.261745,-0.202126,-0.950926
-3.261745,-0.101266,-0.96348
-3.261745,0.0,-0.967518
-3.261745,0.101266,-0.96348
-3.261745,0.202126,-0.950926
-3.261745,0.301785,-0.928798
-3.261745,0.398957,-0.896072
-3.261745,0.492125,-0.852385
-3.261745,0.579991,-0.79829
-3.261745,0.661797,-0.735
-3.261745,0.737261,-0.663833
-3.261745,0.804518,0.584517
-3.261745,0.860913,0.497049
-3.261745,0.920799,-0.409966
-3.261745,0.948135,0.308068
-3.261745,0.979947,0.208294
-3.261745,1.012312,-0.070788
-3.261745,0.995933,0.139969
-3.181208,-1.014485,-0.035427
-3.181208,-0.99504,0.175452
-3.181208,-0.969346,0.277956
-3.181208,-0.904093,-0.440956
-3.181208,-0.870276,0.502454
-3.181208,-0.810651,0.588972
-3.181208,-0.737268,-0.663839
-3.181208,-0.635805,0.757723
-3.181208,-0.549501,0.814669
-3.181208,-0.458839,0.86295
-3.181208,-0.364871,0.903087
-3.181208,-0.268114,0.935024
-3.181208,-0.168921,0.957996
-3.181208,-0.06789,0.970866
-3.181208,0.033969,0.972738
-3.181208,0.135406,0.963464
-3.181208,0.235298,0.943728
-3.181208,0.332904,0.914645
-3.181208,0.427796,0.877113
-3.181208,0.51944,0.831278
-3.181208,0.606644,0.776469
-3.181208,0.661311,0.73446
-3.181208,0.759067,0.636933
-3.181208,0.838783,0.52413
-3.181208,0.887983,0.433098
-3.181208,0.936021,-0.378177
-3.181208,0.974423,-0.279411
-3.181208,0.999959,-0.17632
-3.181208,1.009116,0.035239
-3.100671,-1.005867,-0.141365
-3.100671,-1.010365,0.070652
-3.100671,-0.984337,-0.245423
-3.100671,-0.958584,0.311463
-3.100671,-0.904163,0.44099
-3.100671,-0.851339,0.531976
-3.100671,-0.788317,0.615901
-3.100671,-0.71593,0.691366
-3.100671,-0.63571,0.757609
-3.100671,-0.549485,0.814645
-3.100671,-0.45886,0.86299
-3.100671,-0.364884,0.903119
-3.100671,-0.268099,0.934971
-3.100671,-0.16889,0.957821
-3.100671,-0.067871,0.970597
-3.100671,0.033959,0.972453
-3.100671,0.135376,0.963251
-3.100671,0.235274,0.943633
-3.100671,0.332904,0.914647
-3.100671,0.427796,0.877111
-3.100671,0.519329,0.8311
-3.100671,0.606157,0.775845
-3.100671,0.660305,0.733343
-3.100671,0.777061,0.607107
-3.100671,0.833032,0.520536
-3.100671,0.886369,-0.471291
-3.100671,0.909557,0.367485
-3.100671,0.974107,-0.279321
-3.100671,0.992543,-0.210972
-3.100671,1.010079,0.0
-3.020134,-1.005619,-0.14133
-3.020134,-1.010349,0.07065
-3.020134,-0.984065,-0.245355
-3.020134,-0.958626,0.311477
-3.020134,-0.904066,0.440942
-3.020134,-0.851147,0.531855
-3.020134,-0.788095,0.615727
-3.020134,-0.715755,0.691196
-3.020134,-0.635624,0.757508
-3.020134,-0.549482,0.814641
-3.020134,-0.458894,0.863054
-3.020134,-0.364906,0.903175
-3.020134,-0.268089,0.934938
-3.020134,-0.168861,0.95766
-3.020134,-0.067853,0.970336
-3.020134,0.033949,0.972176
-3.020134,0.135348,0.96305
-3.020134,0.235255,0.943557
-3.020134,0.332912,0.914669
-3.020134,0.427801,0.877123
-3.020134,0.519202,0.830897
-3.020134,0.60557,0.775094
-3.020134,0.684261,0.708573
-3.020134,0.772527,0.603564
-3.020134,0.82763,-0.558243
-3.020134,0.886322,-0.471266
-3.020134,0.914209,0.332745
-3.020134,0.962433,-0.312713
-3.020134,0.992103,-0.210878
-3.020134,1.008347,0.0
-2.939597,-1.00538,-0.141297
-2.939597,-1.010355,0.070651
-2.939597,-0.983802,-0.245289
-2.939597,-0.958694,0.311498
-2.939597,-0.903985,0.440903
-2.939597,-0.850964,0.531741
-2.939597,-0.78788,0.615559
-2.939597,-0.715587,0.691034
-2.939597,-0.63555,0.757418
-2.939597,-0.549492,0.814655
-2.939597,-0.458941,0.863142
-2.939597,-0.364939,0.903257
-2.939597,-0.268086,0.934927
-2.939597,-0.168836,0.957514
-2.939597,-0.067835,0.970086
-2.939597,0.03394,0.971908
-2.939597,0.135321,0.962862
-2.939597,0.235241,0.9435
-2.939597,0.332928,0.914713
-2.939597,0.427813,0.877147
-2.939597,0.519059,0.830668
-2.939597,0.604886,0.774219
-2.939597,0.682268,0.706509
-2.939597,0.761169,-0.638697
-2.939597,0.827694,-0.558287
-2.939597,0.846642,0.450168
-2.939597,0.917582,0.29814
-2.939597,0.93152,0.267109
-2.939597,0.969595,0.170966
-2.939597,1.008331,-0.035212
-2.85906,-1.005152,-0.141265
-2.85906,-1.010383,0.070653
-2.85906,-0.983548,-0.245226
-2.85906,-0.958785,0.311528
-2.85906,-0.903921,0.440872
-2.85906,-0.850792,0.531634
-2.85906,-0.787673,0.615397
-2.85906,-0.715428,0.690881
-2.85906,-0.635486,0.757342
-2.85906,-0.549514,0.814689
-2.85906,-0.459,0.863254
-2.85906,-0.364982,0.903362
-2.85906,-0.268089,0.934936
-2.85906,-0.168813,0.957383
-2.85906,-0.067818,0.969846
-2.85906,0.033931,0.971651
-2.85906,0.135297,0.962687
-2.85906,0.235231,0.943461
-2.85906,0.332952,0.914778
-2.85906,0.427832,0.877185
-2.85906,0.518905,0.830421
-2.85906,0.604124,0.773243
-2.85906,0.680024,0.704185
-2.85906,0.761269,-0.638781
-2.85906,0.792936,0.534842
-2.85906,0.862377,0.383955
-2.85906,0.920134,-0.40967
-2.85906,0.935381,0.233217
-2.85906,0.962404,0.169698
-2.85906,1.006588,-0.035151
-2.778523,-1.004937,-0.141235
-2.778523,-1.010434,0.070656
-2.778523,-0.983304,-0.245165
-2.778523,-0.9589,0.311565
-2.778523,-0.903872,0.440848
-2.778523,-0.850631,0.531533
-2.778523,-0.787473,0.615242
-2.778523,-0.715277,0.690735
-2.778523,-0.635433,0.757279
-2.778523,-0.54955,0.814741
-2.778523,-0.459072,0.863388
-2.778523,-0.365034,0.903491
-2.778523,-0.268097,0.934966
-2.778523,-0.168792,0.957268
-2.778523,-0.067802,0.969617
-2.778523,0.033922,0.971404
-2.778523,0.135274,0.962526
-2.778523,0.235226,0.943441
-2.778523,0.332984,0.914865
-2.778523,0.427859,0.87724
-2.778523,0.518749,0.830171
-2.778523,0.6163855,0.7611825
-2.778523,0.713051,-0.688585
-2.778523,0.769669,0.559197
-2.778523,0.783708,0.528618
-2.778523,0.863006,0.348677
-2.778523,0.920043,-0.40963
-2.778523,0.940312,0.19987
-2.778523,0.967753,0.136009
-2.778523,1.004737,-0.035086
-2.697987,-1.009141,-0.106065
-2.697987,-1.006812,0.10582
-2.697987,-0.988288,0.210067
-2.697987,-0.946964,0.344667
-2.697987,-0.886329,-0.471269
-2.697987,-0.828015,-0.558503
-2.697987,-0.76153,-0.638999
-2.697987,-0.661769,-0.734969
-2.697987,-0.60754,-0.777616
-2.697987,-0.521241,-0.83416
-2.697987,-0.429697,-0.88101
-2.697987,-0.333981,-0.917607
-2.697987,-0.235348,-0.943931
-2.697987,-0.134982,-0.960444
-2.697987,-0.033795,-0.967775
-2.697987,0.067572,-0.966319
-2.697987,0.168567,-0.95599
-2.697987,0.268473,-0.936276
-2.697987,0.366274,-0.90656
-2.697987,0.460734,-0.866515
-2.697987,0.550634,-0.816349
-2.697987,0.602519,0.771189
-2.697987,0.713152,-0.688683
-2.697987,0.76153,-0.638999
-2.697987,0.797897,0.460666
-2.697987,0.867866,-0.501063
-2.697987,0.9037,-0.440764
-2.697987,0.931224,0.197938
-2.697987,0.961315,0.135104
-2.697987,1.002892,-0.035022
-2.61745,-1.008985,-0.106049
-2.61745,-1.006949,0.105835
-2.61745,-0.988494,0.210111
-2.61745,-0.947088,0.344712
-2.61745,-0.886374,-0.471293
-2.61745,-0.828163,-0.558603
-2.61745,-0.761689,-0.639133
-2.61745,-0.661823,-0.735028
-2.61745,-0.607525,-0.777597
-2.61745,-0.521152,-0.834018
-2.61745,-0.429597,-0.880804
-2.61745,-0.333921,-0.917439
-2.61745,-0.235339,-0.943892
-2.61745,-0.134998,-0.960557
-2.61745,-0.033803,-0.96798
-2.61745,0.067585,-0.966504
-2.61745,0.168578,-0.956055
-2.61745,0.268448,-0.936188
-2.61745,0.366196,-0.906368
-2.61745,0.46063,-0.86632
-2.61745,0.550564,-0.816245
-2.61745,0.601788,0.770253
-2.61745,0.71327,-0.688797
-2.61745,0.761689,-0.639133
-2.61745,0.809543,0.394841
-2.61745,0.848537,-0.530225
-2.61745,0.903694,-0.440761
-2.61745,0.955371,0.134269
-2.61745,0.980771,0.068582
-2.61745,1.00119,-0.034962
-2.536913,-1.008844,-0.106034
-2.536913,-1.007109,0.105851
-2.536913,-0.988723,0.210159
-2.536913,-0.947233,0.344765
-2.536913,-0.886437,-0.471327
-2.536913,-0.828329,-0.558715
-2.536913,-0.761867,-0.639282
-2.536913,-0.66189,-0.735104
-2.536913,-0.607521,-0.777592
-2.536913,-0.521071,-0.833888
-2.536913,-0.429502,-0.880609
-2.536913,-0.333865,-0.917286
-2.536913,-0.235333,-0.943871
-2.536913,-0.135016,-0.960692
-2.536913,-0.033811,-0.968208
-2.536913,0.067599,-0.966712
-2.536913,0.168593,-0.95614
-2.536913,0.268427,-0.936116
-2.536913,0.366124,-0.906188
-2.536913,0.460533,-0.866136
-2.536913,0.550502,-0.816153
-2.536913,0.60119,0.769489
-2.536913,0.713405,-0.688928
-2.536913,0.72327,0.606896
-2.536913,0.807049,-0.586355
-2.536913,0.848678,-0.530313
-2.536913,0.878117,0.251796
-2.536913,0.950466,0.133579
-2.536913,0.987594,0.034488
-2.536913,1.002085,-0.070073
-2.456376,-1.008718,-0.106021
-2.456376,-1.007291,0.105871
-2.456376,-0.988975,0.210213
-2.456376,-0.947399,0.344825
-2.456376,-0.886518,-0.47137
-2.456376,-0.828515,-0.55884
-2.456376,-0.762062,-0.639446
-2.456376,-0.661972,-0.735194
-2.456376,-0.607529,-0.777601
-2.456376,-0.520998,-0.833771
-2.456376,-0.429413,-0.880427
-2.456376,-0.333814,-0.917146
-2.456376,-0.235332,-0.943867
-2.456376,-0.135038,-0.960847
-2.456376,-0.033819,-0.96846
-2.456376,0.067615,-0.966943
-2.456376,0.168612,-0.956246
-2.456376,0.268411,-0.936059
-2.456376,0.366057,-0.906022
-2.456376,0.460442,-0.865965
-2.456376,0.55045,-0.816075
-2.456376,0.600787,0.768972
-2.456376,0.669814,0.693613
-2.456376,0.720309,0.604411
-2.456376,0.807249,-0.586501
-2.456376,0.818864,0.330843
-2.456376,0.871963,0.250031
-2.456376,0.948432,-0.345201
-2.456376,0.985917,0.034429
-2.456376,1.001323,-0.070019
-2.375839,-1.008609,-0.106009
-2.375839,-1.007493,0.105892
-2.375839,-0.989248,0.210271
-2.375839,-0.947585,0.344893
-2.375839,-0.886617,-0.471422
-2.375839,-0.828718,-0.558978
-2.375839,-0.762275,-0.639625
-2.375839,-0.662067,-0.7353
-2.375839,-0.607547,-0.777625
-2.375839,-0.520933,-0.833668
-2.375839,-0.429331,-0.880258
-2.375839,-0.333768,-0.917021
-2.375839,-0.235336,-0.94388
-2.375839,-0.135063,-0.961023
-2.375839,-0.033829,-0.968734
-2.375839,0.067633,-0.967196
-2.375839,0.168634,-0.956371
-2.375839,0.268399,-0.93602
-2.375839,0.365995,-0.905869
-2.375839,0.460358,-0.865807
-2.375839,0.550406,-0.816011
-2.375839,0.600622,0.768761
-2.375839,0.669157,0.692932
-2.375839,0.731133,0.571224
-2.375839,0.785308,-0.61355
-2.375839,0.849015,-0.530523
-2.375839,0.903783,-0.440804
-2.375839,0.945642,0.132901
-2.375839,0.974543,0.068147
-2.375839,0.998325,-0.034862
-2.295302,-1.011747,-0.070748
-2.295302,-1.002943,0.140954
-2.295302,-0.980949,0.244578
-2.295302,-0.934334,0.377495
-2.295302,-0.887024,0.471639
-2.295302,-0.829784,0.559696
-2.295302,-0.76341,0.640577
-2.295302,-0.688415,-0.712874
-2.295302,-0.607526,0.777597
-2.295302,-0.52042,0.832845
-2.295302,-0.428729,0.879025
-2.295302,-0.333414,0.916047
-2.295302,-0.235303,0.943749
-2.295302,-0.135184,0.961884
-2.295302,-0.03388,0.970194
-2.295302,0.067726,0.968528
-2.295302,0.16873,0.956913
-2.295302,0.268255,0.935516
-2.295302,0.365424,0.904457
-2.295302,0.459086,0.863416
-2.295302,0.547106,0.811118
-2.295302,0.635218,-0.757024
-2.295302,0.713904,-0.689409
-2.295302,0.762504,-0.639817
-2.295302,0.807702,-0.58683
-2.295302,0.868482,-0.501418
-2.295302,0.919854,-0.409545
-2.295302,0.960511,-0.312089
-2.295302,0.961806,0.10109
-2.295302,0.993312,0.0
-2.214765,-1.013649,-0.035397
-2.214765,-0.997184,0.17583
-2.214765,-0.971408,0.278547
-2.214765,-0.903976,-0.440898
-2.214765,-0.849428,-0.530781
-2.214765,-0.785801,-0.613935
-2.214765,-0.738837,-0.665252
-2.214765,-0.688884,0.71336
-2.214765,-0.579289,-0.797324
-2.214765,-0.490773,-0.850043
-2.214765,-0.397733,-0.893324
-2.214765,-0.301182,-0.926944
-2.214765,-0.20211,-0.950855
-2.214765,-0.101439,-0.965129
-2.214765,0.0,-0.969872
-2.214765,0.101439,-0.965129
-2.214765,0.20211,-0.950854
-2.214765,0.301182,-0.926943
-2.214765,0.397733,-0.893323
-2.214765,0.490772,-0.850042
-2.214765,0.579289,-0.797323
-2.214765,0.64888,0.720654
-2.214765,0.705995,0.635681
-2.214765,0.773304,0.446467
-2.214765,0.794358,0.387434
-2.214765,0.868658,-0.50152
-2.214765,0.919888,-0.409561
-2.214765,0.960426,-0.312061
-2.214765,0.963997,0.10132
-2.214765,0.99428,0.0
-2.134228,-1.013692,-0.035399
-2.134228,-0.997507,0.175887
-2.134228,-0.971721,0.278637
-2.134228,-0.904074,-0.440947
-2.134228,-0.849656,-0.530924
-2.134228,-0.78607,-0.614146
-2.134228,-0.739076,-0.665467
-2.134228,-0.688851,0.713326
-2.134228,-0.579305,-0.797345
-2.134228,-0.490719,-0.84995
-2.134228,-0.397679,-0.893201
-2.134228,-0.30117,-0.926906
-2.134228,-0.202137,-0.950978
-2.134228,-0.101469,-0.965408
-2.134228,0.0,-0.970214
-2.134228,0.101468,-0.965407
-2.134228,0.202136,-0.950977
-2.134228,0.301169,-0.926904
-2.134228,0.397678,-0.893199
-2.134228,0.490718,-0.849948
-2.134228,0.579304,-0.797344
-2.134228,0.649931,0.721821
-2.134228,0.690982,0.667273
-2.134228,0.770549,0.481493
-2.134228,0.780655,0.450711
-2.134228,0.86409,0.28076
-2.134228,0.919703,0.195489
-2.134228,0.960372,-0.312044
-2.134228,0.967643,0.101703
-2.134228,0.995918,0.0
-2.053691,-1.013753,-0.035401
-2.053691,-0.997849,0.175948
-2.053691,-0.972051,0.278731
-2.053691,-0.90419,-0.441003
-2.053691,-0.8499,-0.531076
-2.053691,-0.786355,-0.614368
-2.053691,-0.739329,-0.665695
-2.053691,-0.688831,0.713305
-2.053691,-0.579332,-0.797382
-2.053691,-0.490674,-0.849873
-2.053691,-0.397631,-0.893095
-2.053691,-0.301163,-0.926884
-2.053691,-0.202167,-0.95112
-2.053691,-0.1015,-0.965705
-2.053691,0.0,-0.970575
-2.053691,0.1015,-0.965704
-2.053691,0.202166,-0.951117
-2.053691,0.301162,-0.926881
-2.053691,0.39763,-0.893091
-2.053691,0.490672,-0.849869
-2.053691,0.57933,-0.797379
-2.053691,0.651331,0.723376
-2.053691,0.693519,0.669724
-2.053691,0.767937,0.51798
-2.053691,0.829698,-0.559638
-2.053691,0.842183,0.340264
-2.053691,0.927832,0.197217
-2.053691,0.960345,-0.312035
-2.053691,0.995032,-0.175451
-2.053691,0.991921,0.034639
-1.973154,-1.013832,-0.035404
-1.973154,-0.998207,0.176011
-1.973154,-0.972398,0.278831
-1.973154,-0.90432,-0.441067
-1.973154,-0.850158,-0.531238
-1.973154,-0.786652,-0.6146
-1.973154,-0.739595,-0.665934
-1.973154,-0.688823,0.713297
-1.973154,-0.579369,-0.797432
-1.973154,-0.490638,-0.849811
-1.973154,-0.397591,-0.893004
-1.973154,-0.301162,-0.92688
-1.973154,-0.2022,-0.951278
-1.973154,-0.101533,-0.966019
-1.973154,0.0,-0.970952
-1.973154,0.101532,-0.966017
-1.973154,0.202199,-0.951273
-1.973154,0.301159,-0.926874
-1.973154,0.397588,-0.892998
-1.973154,0.490635,-0.849805
-1.973154,0.579366,-0.797428
-1.973154,0.65295,0.725174
-1.973154,0.696455,0.672559
-1.973154,0.763329,0.554591
-1.973154,0.827089,0.403398
-1.973154,0.887341,-0.471808
-1.973154,0.904307,0.259306
-1.973154,0.971216,-0.278492
-1.973154,0.995313,-0.175501
-1.973154,0.995235,0.034754
-1.892617,-1.013928,-0.035407
-1.892617,-0.998581,0.176077
-1.892617,-0.97276,0.278935
-1.892617,-0.904467,-0.441138
-1.892617,-0.85043,-0.531408
-1.892617,-0.786962,-0.614842
-1.892617,-0.739872,-0.666184
-1.892617,-0.688828,0.713302
-1.892617,-0.579416,-0.797497
-1.892617,-0.490612,-0.849764
-1.892617,-0.397559,-0.892931
-1.892617,-0.301166,-0.926893
-1.892617,-0.202238,-0.951454
-1.892617,-0.101567,-0.966349
-1.892617,0.0,-0.971344
-1.892617,0.101567,-0.966345
-1.892617,0.202236,-0.951445
-1.892617,0.301162,-0.926882
-1.892617,0.397554,-0.89292
-1.892617,0.490606,-0.849755
-1.892617,0.579411,-0.797491
-1.892617,0.63004,0.750853
-1.892617,0.699534,0.675533
-1.892617,0.78696,-0.614841
-1.892617,0.813315,0.469568
-1.892617,0.887538,-0.471913
-1.892617,0.934802,-0.377684
-1.892617,0.980796,-0.24454
-1.892617,1.000732,-0.140644
-1.892617,0.992151,0.069378
-1.812081,-1.014042,-0.035411
-1.812081,-0.99897,0.176145
-1.812081,-0.973137,0.279042
-1.812081,-0.904628,-0.441217
-1.812081,-0.850715,-0.531586
-1.812081,-0.787284,-0.615094
-1.812081,-0.740161,-0.666444
-1.812081,-0.688845,0.71332
-1.812081,-0.579473,-0.797577
-1.812081,-0.490595,-0.849735
-1.812081,-0.397534,-0.892875
-1.812081,-0.301175,-0.926922
-1.812081,-0.202278,-0.951645
-1.812081,-0.101604,-0.966694
-1.812081,0.0,-0.97175
-1.812081,0.101603,-0.966686
-1.812081,0.202275,-0.95163
-1.812081,0.301169,-0.926904
-1.812081,0.397526,-0.892857
-1.812081,0.490585,-0.849719
-1.812081,0.579465,-0.797565
-1.812081,0.631254,0.7523
-1.812081,0.740157,-0.66644
-1.812081,0.787281,-0.615091
-1.812081,0.82468,0.476129
-1.812081,0.898312,0.326959
-1.812081,0.934881,-0.377716
-1.812081,0.980882,-0.244561
-1.812081,1.001275,-0.14072
-1.812081,0.996537,0.069685
-1.731544,-1.014173,-0.035416
-1.731544,-0.999372,0.176216
-1.731544,-0.973526,0.279154
-1.731544,-0.904804,-0.441303
-1.731544,-0.88746,0.471871
-1.731544,-0.787617,-0.615354
-1.731544,-0.74046,-0.666713
-1.731544,-0.688876,0.713352
-1.731544,-0.579541,-0.79767
-1.731544,-0.490587,-0.849721
-1.731544,-0.397517,-0.892837
-1.731544,-0.301191,-0.926969
-1.731544,-0.202322,-0.951851
-1.731544,-0.101641,-0.967051
-1.731544,0.0,-0.972168
-1.731544,0.10164,-0.967038
-1.731544,0.202317,-0.951828
-1.731544,0.301181,-0.92694
-1.731544,0.397503,-0.892807
-1.731544,0.490572,-0.849695
-1.731544,0.579527,-0.797651
-1.731544,0.632377,0.753638
-1.731544,0.740453,-0.666707
-1.731544,0.809762,-0.588326
-1.731544,0.851009,-0.531769
-1.731544,0.880736,0.392129
-1.731544,0.948309,-0.345156
-1.731544,0.989298,-0.210282
-1.731544,1.005807,-0.105715
-1.731544,0.994123,0.104487
-1.651007,-1.015309,0.0
-1.651007,-0.992532,0.210969
-1.651007,-0.973928,0.279269
-1.651007,-0.904995,-0.441396
-1.651007,-0.887584,0.471937
-1.651007,-0.829405,0.559441
-1.651007,-0.738995,0.665394
-1.651007,-0.635885,0.757819
-1.651007,-0.55123,0.817232
-1.651007,-0.461144,0.867286
-1.651007,-0.366611,0.907395
-1.651007,-0.268785,0.937366
-1.651007,-0.168819,0.95742
-1.651007,-0.06769,0.968007
-1.651007,0.033856,0.969505
-1.651007,0.135197,0.961976
-1.651007,0.235646,0.945126
-1.651007,0.334295,0.918469
-1.651007,0.429978,0.881586
-1.651007,0.521301,0.834256
-1.651007,0.606603,0.776416
-1.651007,0.707636,0.683356
-1.651007,0.809629,0.546101
-1.651007,0.860216,0.457385
-1.651007,0.904982,-0.441389
-1.651007,0.948433,0.271959
-1.651007,0.982587,0.173257
-1.651007,1.009288,-0.070576
-1.651007,0.991349,0.139325
-1.57047,-1.015529,0.0
-1.57047,-0.992967,0.211062
-1.57047,-0.974341,0.279388
-1.57047,-0.9052,-0.441495
-1.57047,-0.887723,0.472011
-1.57047,-0.829428,0.559456
-1.57047,-0.739005,0.665403
-1.57047,-0.608335,-0.778633
-1.57047,-0.520795,-0.833447
-1.57047,-0.428925,-0.879427
-1.57047,-0.333641,-0.91667
-1.57047,-0.235604,-0.944956
-1.57047,-0.135446,-0.963752
-1.57047,-0.033959,-0.972448
-1.57047,0.067877,-0.970679
-1.57047,0.169014,-0.958527
-1.57047,0.268531,-0.936477
-1.57047,0.365706,-0.905153
-1.57047,0.459928,-0.864999
-1.57047,0.550474,-0.816111
-1.57047,0.636312,-0.758328
-1.57047,0.765154,-0.64204
-1.57047,0.831573,-0.560903
-1.57047,0.870604,-0.502643
-1.57047,0.915235,0.369779
-1.57047,0.960566,-0.312107
-1.57047,0.967954,0.241338
-1.57047,1.011775,0.0
-1.489933,-0.997404,-0.175869
-1.489933,-1.015515,0.035463
-1.489933,-0.960705,-0.312152
-1.489933,-0.935363,-0.377911
-1.489933,-0.921629,0.410336
-1.489933,-0.869392,0.501944
-1.489933,-0.808124,0.587136
-1.489933,-0.689044,0.713525
-1.489933,-0.579805,-0.798033
-1.489933,-0.490623,-0.849784
-1.489933,-0.397515,-0.892833
-1.489933,-0.30127,-0.927213
-1.489933,-0.202472,-0.952554
-1.489933,-0.10176,-0.968184
-1.489933,0.0,-0.973463
-1.489933,0.101755,-0.968132
-1.489933,0.202451,-0.952458
-1.489933,0.301231,-0.927092
-1.489933,0.39746,-0.892709
-1.489933,0.490561,-0.849677
-1.489933,0.579749,-0.797956
-1.489933,0.686603,0.710998
-1.489933,0.75737,0.635508
-1.489933,0.819763,0.552937
-1.489933,0.874446,0.464951
-1.489933,0.948576,-0.345253
-1.489933,0.989741,-0.210376
-1.489933,1.007631,-0.105906
-1.489933,1.005198,0.105651
-1.409396,-1.008661,-0.106015
-1.409396,-1.011277,0.10629
-1.409396,-0.981445,-0.244702
-1.409396,-0.951091,0.346169
-1.409396,-0.871218,-0.502998
-1.409396,-0.811186,-0.589361
-1.409396,-0.765868,-0.642639
-1.409396,-0.636703,-0.758793
-1.409396,-0.550654,-0.816378
-1.409396,-0.459997,-0.865129
-1.409396,-0.365772,-0.905317
-1.409396,-0.268638,-0.936853
-1.409396,-0.169131,-0.959187
-1.409396,-0.067936,-0.971535
-1.409396,0.033988,-0.973285
-1.409396,0.13553,-0.964344
-1.409396,0.235663,-0.945192
-1.409396,0.333621,-0.916616
-1.409396,0.428856,-0.879286
-1.409396,0.520792,-0.833441
-1.409396,0.608532,-0.778886
